customer_id;first_name;last_name;gender;DOB;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car;Street;Home;address;postcode;state;country;property_valuation
400;Sibeal;Fellow;Female;1962-05-19;Financial Analyst;Financial Services;Mass Customer;N;No;Bunting Crossing;333;333 Bunting Crossing;2536;NSW;Australia;4
401;Halette;Helling;Female;1986-12-11;Assistant Professor;Retail;Mass Customer;N;No;Red Cloud Street;1;1 Red Cloud Street;2770;NSW;Australia;8
402;Berne;Donegan;Male;1977-06-03;Desktop Support Technician;Retail;Affluent Customer;N;No;New Castle Circle;07;07 New Castle Circle;2646;NSW;Australia;1
403;Easter;Laffoley-Lane;Female;1975-10-17;Graphic Designer;n/a;Mass Customer;N;Yes;Harper Parkway;78152;78152 Harper Parkway;2756;NSW;Australia;8
404;Sinclair;Sustins;Male;1995-12-17;Geologist I;Financial Services;Affluent Customer;N;Yes;West Way;981;981 West Way;3133;VIC;Australia;10
405;Vivien;Urion;Female;1971-09-28;;Manufacturing;High Net Worth;N;Yes;Monterey Plaza;8;8 Monterey Plaza;2066;NSW;Australia;9
406;Rhona;Spilsburie;Female;1987-06-16;Financial Analyst;Financial Services;High Net Worth;N;No;Graceland Way;25;25 Graceland Way;2750;NSW;Australia;8
407;Chryste;Acum;Female;1979-01-12;Structural Analysis Engineer;n/a;High Net Worth;N;Yes;Mitchell Street;41605;41605 Mitchell Street;2750;NSW;Australia;8
408;Kurtis;Baistow;Male;1991-08-31;Senior Financial Analyst;Financial Services;Affluent Customer;N;No;Upham Pass;42;42 Upham Pass;4558;QLD;Australia;3
409;Tatiania;O'Kane;Female;1978-01-23;Executive Secretary;Health;Mass Customer;N;Yes;Sunfield Road;17;17 Sunfield Road;2211;NSW;Australia;9
410;Alicia;Townend;Female;1990-04-09;Structural Engineer;n/a;Mass Customer;N;Yes;Jenifer Crossing;84549;84549 Jenifer Crossing;2570;NSW;Australia;8
411;Cathyleen;Bern;Female;1977-03-31;Director of Sales;Financial Services;High Net Worth;N;No;Jenna Road;5449;5449 Jenna Road;2170;NSW;Australia;9
412;Evanne;Feechum;Female;1960-04-23;;IT;High Net Worth;N;No;Butternut Crossing;05;05 Butternut Crossing;4552;QLD;Australia;4
413;Simone;Denys;Male;1957-12-22;VP Quality Control;n/a;High Net Worth;N;Yes;Fuller Trail;7427;7427 Fuller Trail;3082;VIC;Australia;8
414;Thorin;Grimoldby;Male;1976-07-16;Social Worker;Health;High Net Worth;N;No;Eastwood Terrace;713;713 Eastwood Terrace;2360;NSW;Australia;1
415;Conchita;Jeans;Female;1955-05-31;Senior Financial Analyst;Financial Services;Affluent Customer;N;Yes;Artisan Parkway;7526;7526 Artisan Parkway;4223;QLD;Australia;8
416;Dory;Barnsdall;Female;1997-06-23;Software Consultant;n/a;Mass Customer;N;Yes;Oriole Place;3;3 Oriole Place;3183;VIC;Australia;7
417;Fernandina;Brambley;Female;1971-02-17;Biostatistician IV;Argiculture;Mass Customer;N;No;Hanson Center;690;690 Hanson Center;2330;NSW;Australia;3
418;Jere;Ding;Female;1958-12-22;;n/a;Mass Customer;N;No;Fisk Hill;509;509 Fisk Hill;2031;NSW;Australia;11
419;Chrissie;Bernardini;Female;1981-01-26;VP Marketing;Manufacturing;Affluent Customer;N;No;Petterle Center;27;27 Petterle Center;4370;QLD;Australia;2
420;Clem;Leek;Male;1958-07-05;Help Desk Operator;Entertainment;High Net Worth;N;No;Annamark Avenue;3;3 Annamark Avenue;3150;VIC;Australia;11
421;Tish;Netti;Female;1999-03-19;Sales Representative;Retail;Mass Customer;N;Yes;Dapin Point;311;311 Dapin Point;2549;NSW;Australia;3
422;Vito;Norker;Male;2002-01-06;;Manufacturing;Affluent Customer;N;No;Crest Line Plaza;15082;15082 Crest Line Plaza;3040;VIC;Australia;8
423;Orville;Akerman;Male;1956-11-08;Senior Quality Engineer;n/a;Mass Customer;N;No;Carey Pass;1;1 Carey Pass;2065;NSW;Australia;11
424;Dennie;Eunson;Male;1978-01-25;Research Nurse;Health;High Net Worth;N;No;Moland Pass;8;8 Moland Pass;2065;NSW;Australia;10
425;Michaeline;Bordman;Female;1953-11-19;Sales Representative;Retail;Mass Customer;N;Yes;Fallview Place;25386;25386 Fallview Place;2340;NSW;Australia;3
426;Emlyn;Anstice;Female;1972-06-02;Nuclear Power Engineer;Manufacturing;Affluent Customer;N;No;Talisman Trail;8078;8078 Talisman Trail;4209;QLD;Australia;7
427;Giusto;Torbett;Male;1996-12-19;Assistant Media Planner;Entertainment;Mass Customer;N;Yes;Dwight Circle;6920;6920 Dwight Circle;4173;QLD;Australia;7
428;Freida;Everil;Female;1977-05-03;Structural Engineer;Health;High Net Worth;N;Yes;Lukken Parkway;9;9 Lukken Parkway;2065;NSW;Australia;10
429;Berny;Bold;Female;1978-07-30;Community Outreach Specialist;IT;High Net Worth;N;Yes;Graceland Junction;09;09 Graceland Junction;3204;VIC;Australia;2
430;Janice;Himsworth;Female;1973-04-26;Paralegal;Financial Services;High Net Worth;N;Yes;Basil Junction;155;155 Basil Junction;2210;NSW;Australia;10
431;Gale;Done;Male;1956-03-26;Research Nurse;Health;Affluent Customer;N;Yes;Surrey Circle;4284;4284 Surrey Circle;2068;NSW;Australia;12
432;Amby;Pentin;Male;1990-02-12;Nuclear Power Engineer;Manufacturing;Affluent Customer;N;Yes;Almo Plaza;4;4 Almo Plaza;2085;NSW;Australia;10
433;Reinhard;Jubert;Male;1964-03-12;Statistician II;Property;Affluent Customer;N;No;Porter Pass;91;91 Porter Pass;3064;VIC;Australia;7
434;Raff;Waadenburg;Male;1995-12-01;;Financial Services;Mass Customer;N;Yes;Gerald Place;007;007 Gerald Place;3074;VIC;Australia;4
435;Jerome;Muggeridge;Male;1999-12-23;GIS Technical Architect;Telecommunications;Mass Customer;N;No;Armistice Trail;8788;8788 Armistice Trail;3806;VIC;Australia;8
436;Erwin;Pendre;Male;1957-12-24;Internal Auditor;IT;Mass Customer;N;No;Artisan Hill;1693;1693 Artisan Hill;2259;NSW;Australia;6
437;Sayres;Duthie;Male;1976-08-14;Systems Administrator III;Manufacturing;Affluent Customer;N;Yes;Emmet Way;532;532 Emmet Way;2260;NSW;Australia;8
438;Ebenezer;Bottelstone;Male;1989-08-17;Internal Auditor;Property;High Net Worth;N;Yes;Sutteridge Park;3;3 Sutteridge Park;4074;QLD;Australia;6
439;Lida;Wych;Female;1974-07-08;GIS Technical Architect;n/a;Affluent Customer;N;No;Mosinee Point;25522;25522 Mosinee Point;4215;QLD;Australia;7
440;Sheena;O'Duggan;Female;1977-12-16;Business Systems Development Analyst;Telecommunications;Mass Customer;N;No;Bobwhite Road;421;421 Bobwhite Road;2160;NSW;Australia;6
441;Felicle;Beneze;Female;1974-03-08;Analyst Programmer;IT;Mass Customer;N;No;Ronald Regan Center;41;41 Ronald Regan Center;3008;VIC;Australia;5
442;Linc;Vedyasov;Male;2001-10-06;;Financial Services;Mass Customer;N;No;Loomis Crossing;3;3 Loomis Crossing;2217;NSW;Australia;9
443;Lauree;Leason;Female;1972-03-26;;Argiculture;High Net Worth;N;Yes;Jana Junction;93;93 Jana Junction;2213;NSW;Australia;10
444;Britteny;Falconer-Taylor;Female;1967-02-24;Staff Scientist;Manufacturing;Mass Customer;N;Yes;Buell Crossing;528;528 Buell Crossing;2748;NSW;Australia;10
445;Timothy;Wenham;Male;1984-11-13;Executive Secretary;Financial Services;Mass Customer;N;No;Northport Lane;261;261 Northport Lane;2567;NSW;Australia;7
446;Marilee;Oosthout de Vree;Female;1978-07-02;Tax Accountant;IT;Affluent Customer;N;Yes;Scott Parkway;98;98 Scott Parkway;2096;NSW;Australia;10
447;Brittany;Peasey;Female;2001-11-06;Help Desk Technician;Argiculture;Mass Customer;N;Yes;Lien Drive;8385;8385 Lien Drive;3192;Victoria;Australia;10
448;Robin;Crack;Female;1995-04-26;Software Engineer III;IT;High Net Worth;N;No;Artisan Court;24919;24919 Artisan Court;3015;Victoria;Australia;8
449;Shana;Fortesquieu;Female;1974-09-24;VP Product Management;Manufacturing;High Net Worth;N;Yes;Manitowish Center;37093;37093 Manitowish Center;2170;NSW;Australia;10
450;Myrlene;Rothwell;Female;1975-04-02;Structural Analysis Engineer;Entertainment;Mass Customer;N;Yes;Monterey Point;9;9 Monterey Point;4221;QLD;Australia;10
451;Marlow;Flowerdew;U;;Quality Control Specialist;IT;High Net Worth;N;No;Mariners Cove Center;6;6 Mariners Cove Center;2233;NSW;Australia;10
452;Natalee;Bamford;Female;1959-08-11;Account Coordinator;Property;Mass Customer;N;Yes;Gerald Trail;572;572 Gerald Trail;2145;NSW;Australia;7
453;Cornelius;Yarmouth;U;;Assistant Professor;IT;High Net Worth;N;No;Farmco Trail;7;7 Farmco Trail;2759;NSW;Australia;9
454;Eugenie;Domenc;U;;Research Nurse;Health;Affluent Customer;N;Yes;Nancy Drive;19964;19964 Nancy Drive;3121;Victoria;Australia;8
455;Mile;Dionisii;Male;1991-11-02;Civil Engineer;Manufacturing;Mass Customer;N;Yes;Columbus Road;57;57 Columbus Road;4870;QLD;Australia;5
456;Randolph;Redihalgh;Male;1975-11-30;Automation Specialist I;Manufacturing;Affluent Customer;N;Yes;Hooker Lane;455;455 Hooker Lane;3337;Victoria;Australia;2
457;Querida;Danilchev;Female;1980-12-14;Recruiting Manager;Financial Services;High Net Worth;N;Yes;Farwell Pass;0777;0777 Farwell Pass;2118;NSW;Australia;10
458;Osborn;Pentony;Male;1969-04-21;Account Representative IV;Manufacturing;Affluent Customer;N;Yes;Glacier Hill Avenue;23;23 Glacier Hill Avenue;2259;NSW;Australia;6
459;Bel;Cheeke;Female;1986-08-04;Civil Engineer;Manufacturing;Mass Customer;N;Yes;Lakewood Gardens Park;8750;8750 Lakewood Gardens Park;2760;NSW;Australia;7
460;Illa;;Female;1986-01-23;Electrical Engineer;Manufacturing;Affluent Customer;N;Yes;Dorton Plaza;0619;0619 Dorton Plaza;3150;Victoria;Australia;11
461;Jsandye;Melendez;Female;1979-10-09;Social Worker;Health;Mass Customer;N;Yes;Service Road;3469;3469 Service Road;2770;NSW;Australia;5
462;Melany;Thorrington;Female;1960-01-01;;Manufacturing;Affluent Customer;N;Yes;Dahle Place;9;9 Dahle Place;2763;NSW;Australia;9
463;Allis;Blanche;Female;1962-03-30;Senior Cost Accountant;Financial Services;Mass Customer;N;Yes;Dayton Park;8;8 Dayton Park;2050;NSW;Australia;9
464;Karel;Dimelow;Female;1958-03-23;;n/a;Mass Customer;N;Yes;Farragut Crossing;091;091 Farragut Crossing;3058;Victoria;Australia;9
465;Alina;Wilsey;Female;1976-03-27;Developer III;Financial Services;Affluent Customer;N;Yes;Logan Court;70488;70488 Logan Court;2074;NSW;Australia;12
466;Jarad;Bauser;Male;1991-01-27;;Manufacturing;Affluent Customer;N;Yes;Golf Lane;0;0 Golf Lane;2120;NSW;Australia;11
467;Welbie;Rockliffe;Male;1954-01-02;Human Resources Assistant I;Property;Affluent Customer;N;No;Bellgrove Parkway;663;663 Bellgrove Parkway;3812;Victoria;Australia;8
468;Valeria;Ladyman;Female;1974-01-19;Software Test Engineer I;Property;High Net Worth;N;Yes;Morningstar Pass;9907;9907 Morningstar Pass;2147;NSW;Australia;9
469;Levi;Cartmell;Male;1996-05-03;Actuary;Financial Services;High Net Worth;N;Yes;South Point;29;29 South Point;3111;Victoria;Australia;9
470;Darbee;Klimowicz;Male;2001-12-19;Internal Auditor;Retail;Mass Customer;N;No;Eagle Crest Circle;91;91 Eagle Crest Circle;2567;NSW;Australia;9
471;Libby;Wardesworth;Female;1956-01-01;GIS Technical Architect;Financial Services;Affluent Customer;N;No;Dorton Avenue;781;781 Dorton Avenue;3012;Victoria;Australia;10
472;Kippy;Jessel;Female;1990-11-16;Internal Auditor;Financial Services;Mass Customer;N;Yes;Dwight Road;47;47 Dwight Road;4217;QLD;Australia;8
473;Benji;O'Shirine;Male;1977-03-13;Junior Executive;Health;Mass Customer;N;Yes;Russell Center;6674;6674 Russell Center;2197;NSW;Australia;9
474;Consolata;Clacson;Female;1983-01-15;Geologist IV;Entertainment;Affluent Customer;N;No;Holy Cross Circle;84041;84041 Holy Cross Circle;2142;NSW;Australia;8
475;Vernor;;Male;1996-11-14;Nuclear Power Engineer;Manufacturing;Affluent Customer;N;No;Northview Circle;340;340 Northview Circle;2340;NSW;Australia;4
476;Kane;Jahnel;Male;1989-04-21;Computer Systems Analyst IV;n/a;Mass Customer;N;No;Manufacturers Street;74011;74011 Manufacturers Street;2320;NSW;Australia;6
477;Cheri;Hazeman;Female;1960-11-26;Media Manager II;Financial Services;High Net Worth;N;Yes;Macpherson Parkway;30991;30991 Macpherson Parkway;2155;NSW;Australia;9
478;Darcey;Harberer;Female;1961-01-21;Chief Design Engineer;n/a;Affluent Customer;N;Yes;Tennyson Drive;40504;40504 Tennyson Drive;2046;NSW;Australia;9
479;Blythe;Keighley;Female;1994-08-04;;IT;Mass Customer;N;Yes;Ridge Oak Place;76369;76369 Ridge Oak Place;3162;Victoria;Australia;9
480;Darelle;Ive;U;;Registered Nurse;Health;Mass Customer;N;Yes;Annamark Hill;51188;51188 Annamark Hill;2037;NSW;Australia;9
481;Marcella;Manzell;Female;1990-04-12;Programmer IV;Argiculture;Mass Customer;N;No;Sundown Lane;00976;00976 Sundown Lane;2428;NSW;Australia;3
482;Gar;Wallis;Male;1962-12-19;;Health;Mass Customer;N;No;Stone Corner Park;87;87 Stone Corner Park;3141;Victoria;Australia;7
483;Bertrand;Penkethman;Male;1973-05-02;Sales Representative;Retail;Affluent Customer;N;No;Westridge Road;9;9 Westridge Road;3178;Victoria;Australia;9
484;Mason;Kohrsen;Male;1974-04-24;Programmer IV;Manufacturing;Mass Customer;N;No;Buell Trail;4671;4671 Buell Trail;3564;Victoria;Australia;2
485;Ulrika;Steagall;Female;1974-11-08;Statistician III;Manufacturing;High Net Worth;N;No;Melody Avenue;3743;3743 Melody Avenue;3550;Victoria;Australia;4
486;Prudi;Edon;Female;1955-12-30;Technical Writer;Manufacturing;Affluent Customer;N;Yes;Pine View Street;8670;8670 Pine View Street;3070;Victoria;Australia;11
487;Elayne;Braiden;Female;1979-09-19;Food Chemist;Health;Mass Customer;N;No;Twin Pines Trail;31;31 Twin Pines Trail;3775;Victoria;Australia;10
488;Domini;Ghelerdini;Female;1980-07-11;Help Desk Operator;Property;Mass Customer;N;Yes;3rd Hill;11731;11731 3rd Hill;3004;Victoria;Australia;9
489;Tresa;Reeks;Female;1971-05-31;Senior Editor;Retail;Mass Customer;N;Yes;Lien Place;411;411 Lien Place;4226;QLD;Australia;10
490;Lida;Boynton;Female;1992-06-15;Environmental Tech;Argiculture;Mass Customer;N;No;Ilene Center;431;431 Ilene Center;2026;NSW;Australia;10
491;Andrea;Funcheon;Male;1976-02-20;Speech Pathologist;Property;Affluent Customer;N;Yes;Pond Parkway;4;4 Pond Parkway;3185;Victoria;Australia;9
492;Pail;Ashplant;Male;1976-04-28;Environmental Tech;Financial Services;Mass Customer;N;No;Delladonna Way;61293;61293 Delladonna Way;2015;NSW;Australia;9
493;Tommie;Banbridge;Female;1960-09-13;Electrical Engineer;Manufacturing;Mass Customer;N;Yes;Truax Park;6390;6390 Truax Park;3012;Victoria;Australia;9
494;Gaby;;Male;1975-06-02;Design Engineer;Manufacturing;Mass Customer;N;No;Bunting Center;470;470 Bunting Center;2447;NSW;Australia;3
495;Lucius;Prescott;Male;1959-02-21;VP Accounting;Financial Services;Mass Customer;N;Yes;Boyd Crossing;02;02 Boyd Crossing;3143;Victoria;Australia;7
496;Korry;Cosgrove;Female;1976-01-28;Engineer II;Financial Services;Affluent Customer;N;Yes;Brown Road;2639;2639 Brown Road;3910;Victoria;Australia;7
497;Allissa;Brinklow;Female;1974-01-09;;Property;Mass Customer;N;Yes;Little Fleur Way;0897;0897 Little Fleur Way;3621;Victoria;Australia;8
498;Emmalee;Sketcher;Female;1978-04-30;VP Sales;Manufacturing;High Net Worth;N;Yes;Stuart Trail;353;353 Stuart Trail;4702;QLD;Australia;3
499;Dalli;Baggally;Male;1961-03-15;Budget/Accounting Analyst III;Financial Services;Affluent Customer;N;No;Rowland Road;9;9 Rowland Road;2133;NSW;Australia;10
500;Lazar;Crathern;Male;1992-04-11;Recruiting Manager;Retail;Affluent Customer;N;Yes;Summit Center;830;830 Summit Center;3075;Victoria;Australia;7
501;Henrieta;MacClancey;Female;1977-06-10;Environmental Specialist;n/a;High Net Worth;N;No;Moulton Alley;4754;4754 Moulton Alley;2069;NSW;Australia;9
502;Rica;Raveau;Female;1970-12-24;Teacher;Manufacturing;Mass Customer;N;No;Debra Center;808;808 Debra Center;3911;Victoria;Australia;10
503;Burr;Gerb;Male;1989-07-19;Dental Hygienist;Health;Affluent Customer;N;Yes;Service Park;8739;8739 Service Park;2250;NSW;Australia;8
504;Vinny;Hegley;Male;1995-04-25;Environmental Tech;Manufacturing;High Net Worth;N;Yes;Thackeray Pass;4;4 Thackeray Pass;2487;NSW;Australia;9
505;Wylma;Elsy;Female;1966-12-01;;n/a;High Net Worth;N;Yes;Bayside Hill;9;9 Bayside Hill;4123;QLD;Australia;6
506;Brett;Scrancher;Female;1985-02-14;Health Coach II;Retail;Mass Customer;N;No;Kensington Pass;20373;20373 Kensington Pass;2151;NSW;Australia;8
507;Gwen;Jakubczyk;Female;1971-07-05;;Health;Mass Customer;N;No;Hooker Place;7;7 Hooker Place;2428;NSW;Australia;3
508;Abagail;Tordiffe;Female;1971-01-18;Project Manager;Property;Mass Customer;N;Yes;Old Shore Point;089;089 Old Shore Point;3156;Victoria;Australia;8
509;Tobe;Vamplew;Male;1979-08-06;Developer II;Financial Services;Affluent Customer;N;Yes;Raven Drive;5723;5723 Raven Drive;3126;Victoria;Australia;12
510;Sheilah;Blackmore;Female;1992-06-15;;n/a;Mass Customer;N;No;Kropf Trail;08501;08501 Kropf Trail;3152;Victoria;Australia;10
511;Theo;Tolmie;Female;1982-12-02;Dental Hygienist;Health;High Net Worth;N;No;Paget Lane;12845;12845 Paget Lane;2026;NSW;Australia;12
512;Sigfried;Semken;Male;1955-04-15;VP Accounting;Financial Services;Mass Customer;N;No;Vidon Pass;1;1 Vidon Pass;2233;NSW;Australia;8
513;Kienan;Soar;U;;Tax Accountant;IT;Mass Customer;N;No;Hayes Court;590;590 Hayes Court;2027;NSW;Australia;11
514;Trent;;Male;1996-06-20;Associate Professor;Financial Services;Mass Customer;N;Yes;Sachtjen Circle;49503;49503 Sachtjen Circle;4208;QLD;Australia;8
515;Winna;Verny;Female;1989-09-04;Help Desk Operator;IT;High Net Worth;N;No;Grover Drive;2595;2595 Grover Drive;3124;Victoria;Australia;12
516;Craggy;Loadsman;Male;1958-01-07;Environmental Tech;Financial Services;Mass Customer;N;No;Old Gate Point;3169;3169 Old Gate Point;2211;NSW;Australia;9
517;Iona;Fidgeon;Female;1985-08-20;Chief Design Engineer;Property;Mass Customer;N;Yes;Chinook Parkway;90974;90974 Chinook Parkway;2564;NSW;Australia;8
518;Bernhard;Senett;Male;1991-04-28;Database Administrator IV;Retail;Mass Customer;N;Yes;Towne Avenue;75790;75790 Towne Avenue;4221;QLD;Australia;9
519;Rabi;Nissle;Male;2000-04-07;;n/a;Mass Customer;N;Yes;Northport Lane;62;62 Northport Lane;2049;NSW;Australia;10
520;Jazmin;Neumann;Female;1964-08-09;VP Quality Control;Financial Services;Affluent Customer;N;Yes;Calypso Circle;84;84 Calypso Circle;3690;Victoria;Australia;5
521;Peri;Hovie;Female;1978-12-19;Help Desk Operator;Health;High Net Worth;N;No;Amoth Road;81848;81848 Amoth Road;3282;Victoria;Australia;2
522;Lynnelle;Comettoi;Female;1976-11-05;;n/a;Affluent Customer;N;Yes;7th Place;27230;27230 7th Place;2068;NSW;Australia;12
523;Elberta;Tixall;Female;1974-11-24;Senior Financial Analyst;Financial Services;Affluent Customer;N;Yes;Cordelia Alley;1;1 Cordelia Alley;2261;NSW;Australia;8
524;Florence;Held;Female;1962-09-09;Nurse;Retail;Mass Customer;N;No;Lakewood Street;80;80 Lakewood Street;2576;NSW;Australia;10
525;Lennard;Donizeau;Male;1980-02-12;Chemical Engineer;Manufacturing;Mass Customer;N;Yes;Melby Way;66834;66834 Melby Way;2160;NSW;Australia;9
526;Ardelle;;U;;Social Worker;Health;Mass Customer;N;Yes;Buhler Plaza;35796;35796 Buhler Plaza;3108;Victoria;Australia;10
527;Lorilyn;Topaz;Female;1990-10-19;VP Quality Control;Financial Services;Mass Customer;N;Yes;Longview Street;306;306 Longview Street;2145;NSW;Australia;7
528;Gayel;Downs;Female;1979-06-06;Registered Nurse;Health;Mass Customer;N;No;Michigan Park;39632;39632 Michigan Park;4165;QLD;Australia;5
529;Sandor;Tumber;Male;1989-07-21;Operator;Retail;Affluent Customer;N;Yes;Hayes Point;1038;1038 Hayes Point;2021;NSW;Australia;7
530;Townie;Perez;Male;1974-09-24;Recruiter;Manufacturing;Mass Customer;N;No;Eastlawn Lane;46;46 Eastlawn Lane;2218;NSW;Australia;11
531;Modesty;Fletcher;Female;1993-08-26;Senior Cost Accountant;Financial Services;High Net Worth;N;No;Monument Alley;12;12 Monument Alley;3124;Victoria;Australia;12
532;Row;Mawditt;Female;1961-01-14;Community Outreach Specialist;Financial Services;Affluent Customer;N;No;2nd Alley;64700;64700 2nd Alley;2145;NSW;Australia;7
533;Conny;Shearmer;Male;1981-12-14;Database Administrator III;Retail;Mass Customer;N;No;Huxley Hill;999;999 Huxley Hill;2190;NSW;Australia;10
534;Madel;Palffrey;Female;1954-08-16;Systems Administrator I;n/a;Mass Customer;N;No;Emmet Point;311;311 Emmet Point;4211;QLD;Australia;7
535;Gracie;Merrifield;Female;1993-05-04;;n/a;Affluent Customer;N;No;Jana Hill;000;000 Jana Hill;3170;Victoria;Australia;9
536;Jannelle;Leist;Female;1959-04-07;Recruiting Manager;Manufacturing;Affluent Customer;N;No;Oak Valley Junction;7671;7671 Oak Valley Junction;2170;NSW;Australia;9
537;Raine;Sneezum;Female;1989-03-26;Structural Engineer;Entertainment;High Net Worth;N;No;Derek Park;8304;8304 Derek Park;3130;Victoria;Australia;10
538;Millicent;Wiffler;Female;1956-10-21;Chemical Engineer;Manufacturing;Mass Customer;N;Yes;Cody Crossing;8635;8635 Cody Crossing;2337;NSW;Australia;6
539;Hobie;Knappett;Male;1975-08-10;;Health;High Net Worth;N;No;Debs Road;20;20 Debs Road;2307;NSW;Australia;4
540;Tresa;Dy;Female;2001-04-28;Chemical Engineer;Manufacturing;Mass Customer;N;No;Independence Terrace;858;858 Independence Terrace;2121;NSW;Australia;10
541;Annissa;Balmforth;Female;1966-01-01;;Manufacturing;Affluent Customer;N;Yes;Cambridge Place;142;142 Cambridge Place;2761;NSW;Australia;8
542;Berri;McManamen;Female;1967-01-14;Accountant III;Manufacturing;Mass Customer;N;No;Hansons Plaza;20198;20198 Hansons Plaza;2340;NSW;Australia;2
543;Mikey;Rizzetti;Male;1973-08-03;Account Coordinator;Retail;Affluent Customer;N;Yes;Elka Crossing;04678;04678 Elka Crossing;2745;NSW;Australia;9
544;Giacomo;Johanning;Male;1990-10-12;Structural Engineer;Manufacturing;High Net Worth;N;Yes;Farmco Junction;5;5 Farmco Junction;4127;QLD;Australia;7
545;Alecia;Crosse;Female;1978-06-04;Project Manager;Health;Mass Customer;N;Yes;East Circle;2;2 East Circle;2716;NSW;Australia;1
546;Jorie;Pigott;Female;1981-02-24;Information Systems Manager;Health;Mass Customer;N;Yes;Pepper Wood Pass;1949;1949 Pepper Wood Pass;3168;Victoria;Australia;6
547;Andee;Robjant;Female;1996-05-14;Sales Associate;Health;Mass Customer;N;No;Park Meadow Plaza;7901;7901 Park Meadow Plaza;3076;Victoria;Australia;7
548;Georgie;Cudbertson;U;;;IT;High Net Worth;N;Yes;Maywood Place;58;58 Maywood Place;2750;NSW;Australia;9
549;Abrahan;Luckman;Male;1985-06-15;Human Resources Manager;Retail;Mass Customer;N;Yes;Bartillon Circle;532;532 Bartillon Circle;2166;NSW;Australia;7
550;Emeline;Jorioz;Female;1976-07-10;;Retail;Mass Customer;N;No;Kenwood Circle;032;032 Kenwood Circle;2031;NSW;Australia;9
551;Florence;Muldoon;Female;1987-08-10;Structural Engineer;Financial Services;High Net Worth;N;No;8th Terrace;67;67 8th Terrace;3564;Victoria;Australia;4
552;Hilly;Kleinmann;Male;1978-09-09;Geological Engineer;Manufacturing;High Net Worth;N;Yes;Anthes Pass;06008;06008 Anthes Pass;2478;NSW;Australia;8
553;Charlean;Fantone;Female;1979-05-12;Senior Sales Associate;Argiculture;Affluent Customer;N;Yes;Mccormick Place;956;956 Mccormick Place;4127;QLD;Australia;2
554;Esmaria;Dobbison;Female;1955-05-06;Graphic Designer;Health;Mass Customer;N;Yes;Eggendart Circle;6;6 Eggendart Circle;3016;Victoria;Australia;7
555;Jarib;Senior;Male;1970-11-08;Junior Executive;Property;Mass Customer;N;No;Service Alley;1;1 Service Alley;2116;NSW;Australia;10
556;Oralia;Gifford;Female;1957-09-08;Junior Executive;n/a;Mass Customer;N;No;Trailsway Place;62117;62117 Trailsway Place;3356;Victoria;Australia;1
557;Cassie;Morley;Female;1961-06-02;;Manufacturing;Affluent Customer;N;Yes;Graedel Parkway;4;4 Graedel Parkway;2560;NSW;Australia;8
558;Allene;Claypole;Female;1973-05-25;Programmer Analyst III;n/a;Mass Customer;N;No;Chive Way;311;311 Chive Way;4680;QLD;Australia;3
559;Erma;Vyel;Female;1988-03-05;Payment Adjustment Coordinator;Retail;High Net Worth;N;Yes;Hoepker Street;9161;9161 Hoepker Street;4740;QLD;Australia;5
560;Dorree;Sanja;Female;1953-10-11;Social Worker;Health;Affluent Customer;N;No;Lakewood Gardens Way;19;19 Lakewood Gardens Way;2760;NSW;Australia;9
561;Karin;Burkill;Female;1977-08-15;Tax Accountant;n/a;Mass Customer;N;No;Browning Park;5861;5861 Browning Park;2065;NSW;Australia;8
562;Lindy;Fitzpayn;Female;1970-06-06;Marketing Assistant;n/a;Mass Customer;N;No;Butternut Point;396;396 Butternut Point;2230;NSW;Australia;12
563;Rube;Itzhayek;Male;1974-09-20;Accounting Assistant II;IT;Mass Customer;N;Yes;Hansons Street;04;04 Hansons Street;2087;NSW;Australia;11
564;Nettie;Iddy;Female;1983-11-07;Operator;Retail;High Net Worth;N;No;Cardinal Court;8601;8601 Cardinal Court;4505;QLD;Australia;8
565;Saleem;Meller;Male;1959-10-02;Civil Engineer;Manufacturing;Mass Customer;N;Yes;Colorado Crossing;35631;35631 Colorado Crossing;2630;NSW;Australia;2
566;Datha;McPheat;Female;1978-12-09;Systems Administrator I;Financial Services;High Net Worth;N;Yes;Dottie Court;446;446 Dottie Court;2225;NSW;Australia;10
567;Hashim;O'Leahy;Male;1965-07-08;;Financial Services;Affluent Customer;N;No;Ilene Hill;37;37 Ilene Hill;3121;Victoria;Australia;10
568;Quinn;Fulks;Male;1957-12-15;VP Sales;Manufacturing;Mass Customer;N;No;Browning Crossing;909;909 Browning Crossing;3013;Victoria;Australia;10
569;Jaime;Warkup;Male;1976-01-31;Analog Circuit Design manager;IT;Mass Customer;N;No;Hoepker Circle;8498;8498 Hoepker Circle;3136;Victoria;Australia;8
570;Xever;Baldetti;Male;1978-06-24;VP Product Management;Financial Services;Mass Customer;N;Yes;Claremont Court;7;7 Claremont Court;2111;NSW;Australia;12
571;Ramonda;McKellar;Female;1958-02-15;Assistant Media Planner;Entertainment;Mass Customer;N;No;Hayes Circle;64;64 Hayes Circle;2209;NSW;Australia;11
572;Clementius;Everington;Male;1967-05-01;Clinical Specialist;Health;High Net Worth;N;Yes;Bunting Parkway;44;44 Bunting Parkway;2106;NSW;Australia;10
